Time,Contract,Fill Type,Filled Qty,Exec.Price,Value,Fill ID,Side,Fee rate,Rebate,Fees paid,Order Type,Order Price,Order Qty,Unfilled Qty,Order ID,Client Order ID
2025-03-04 11:53:07.559610+05:30 IST Asia/Kolkata,BTCUSD,normal,60,8.4E+4,5.04E+3,0e2b1ce9ece441ba9423fe9564299598,sell,0.0002,0,1.18944,limit_order,84000,60,0,320333400,
2025-03-03 23:48:09.176738+05:30 IST Asia/Kolkata,BTCUSD,normal,60,89159,5349.54,ddafbd59d1fa41539622c8b974198a16,buy,0.0002,0,1.26249144,limit_order,89159,60,0,319530814,
2025-03-03 23:22:44.867725+05:30 IST Asia/Kolkata,BTCUSD,normal,60,9.045E+4,5427,341548c209d94009ae787f8a6663ab22,sell,0.0002,0,1.280772,limit_order,90450,60,0,319529744,
2025-03-03 20:08:09.203124+05:30 IST Asia/Kolkata,BTCUSD,normal,80,9.201E+4,7360.8,94994f6d71874def9bf27d52b2e39d27,buy,0.0002,0,1.7371488,limit_order,92010,80,0,319041446,
2025-03-03 19:36:52.374603+05:30 IST Asia/Kolkata,BTCUSD,normal,4,93387.5,373.55,a61953a64bd64c849b7bf539945ba0ed,sell,0.0005,0,0.2203945,limit_order,93370,80,0,319040449,
2025-03-03 19:36:52.374553+05:30 IST Asia/Kolkata,BTCUSD,normal,76,93388,7097.488,07eb606d83f64e198ecdc3472910b720,sell,0.0005,0,4.18751792,limit_order,93370,80,4,319040449,
2025-03-03 12:09:23.850913+05:30 IST Asia/Kolkata,BTCUSD,normal,70,9.238E+4,6466.6,9c36c94d0d0449818ecdd7731ad472c2,sell,0.0002,0,1.5261176,limit_order,92380,70,0,318268880,
2025-03-03 09:00:16.601272+05:30 IST Asia/Kolkata,BTCUSD,normal,70,92658.5,6486.095,c45628ae5f754dfe8a73c5e5a127e6c7,buy,0.0005,0,3.82679605,limit_order,92700,70,0,318267534,
2025-03-02 17:27:26.933313+05:30 IST Asia/Kolkata,P-BTC-85200-020325,normal,200,0.1,17222.1,7e8aa35b95e341e7812473d94312092f,sell,0.0003,0,0.00236,limit_order,0.1,200,0,316781705,
2025-03-02 17:27:03.127157+05:30 IST Asia/Kolkata,P-BTC-84000-020325,normal,200,0.1,17218.4,426a09c284e8454e90cfc1ee98c39edb,sell,0.0003,0,0.00236,limit_order,0.1,200,0,316781421,
2025-03-02 17:22:56.933754+05:30 IST Asia/Kolkata,P-BTC-84800-020325,normal,200,0.1,17216.76,3f6dbb8dc1a74b689b54d9b86210506f,buy,0.0003,0,0.00236,limit_order,0.1,200,0,316773990,
2025-03-02 17:22:40.209427+05:30 IST Asia/Kolkata,P-BTC-84400-020325,normal,200,0.1,17218.54,9987a9feb1cf4e8f87e9fe8bdad0a45c,buy,0.0003,0,0.00236,limit_order,0.1,200,0,316773907,
2025-03-02 03:06:24.057521+05:30 IST Asia/Kolkata,BTCUSD,normal,60,85706,5142.36,945ca61b28454aa997190ab07b076da9,buy,0.0005,0,3.0339924,limit_order,85720,60,0,315932831,
2025-03-01 22:42:50.818333+05:30 IST Asia/Kolkata,BTCUSD,normal,60,8.5E+4,5.1E+3,fe05690575d44a7b859a4deb66c93e16,sell,0.0002,0,1.2036,limit_order,85000,60,0,315931124,
2025-03-01 17:21:39.909012+05:30 IST Asia/Kolkata,C-BTC-85600-010325,normal,220,0.9,18615.168,9aedd3700124451ebc85356e22e1616b,buy,0.0003,0,0.023364,limit_order,0.9,300,0,315575909,
2025-03-01 17:21:34.319403+05:30 IST Asia/Kolkata,C-BTC-86000-010325,normal,243,0.9,20561.2749,bf55f54cd70943aabe48fbb428ebfe61,buy,0.0003,0,0.0258066,limit_order,0.9,300,0,315576206,
2025-03-01 17:21:34.319347+05:30 IST Asia/Kolkata,C-BTC-86000-010325,normal,57,0.9,4823.0151,9b0af3d2761448698d649f96fddb347d,buy,0.0003,0,0.0060534,limit_order,0.9,300,243,315576206,
2025-03-01 17:21:25.033183+05:30 IST Asia/Kolkata,C-BTC-86400-010325,normal,300,0.1,25388.19,63b9fac4de0442f48191e579977b1db1,sell,0.0003,0,0.00354,limit_order,0.1,300,0,315576072,
2025-03-01 17:21:14.830865+05:30 IST Asia/Kolkata,C-BTC-85600-010325,normal,80,0.9,6771.536,dda60ac27a254a4c8340c5d75146a88e,buy,0.0003,0,0.008496,limit_order,0.9,300,220,315575909,
2025-03-01 17:21:05.466731+05:30 IST Asia/Kolkata,C-BTC-85200-010325,normal,300,0.1,25391.64,0dfa81dc9f7d4321aa357bcb773ecf25,sell,0.0003,0,0.00354,limit_order,0.1,300,0,315575766,
2025-03-01 15:54:32.119094+05:30 IST Asia/Kolkata,C-BTC-86000-010325,normal,125,4.5,10634.975,24eb270de44a49f8838ee451cde1e811,sell,0.0003,0,0.066375,limit_order,4.5,300,0,315443716,
2025-03-01 15:53:56.909731+05:30 IST Asia/Kolkata,C-BTC-86000-010325,normal,175,4.5,14879.935,adf7eab7566c43029266e548b28fb923,sell,0.0003,0,0.092925,limit_order,4.5,300,125,315443716,
2025-03-01 15:53:11.767698+05:30 IST Asia/Kolkata,C-BTC-86400-010325,normal,300,3.5,25499.31,2ea77355186a4349b841ae2f389d3805,buy,0.0003,0,0.1239,limit_order,3.5,300,0,315443715,
2025-03-01 15:51:18.849149+05:30 IST Asia/Kolkata,C-BTC-85600-010325,normal,300,27,25541.61,11c27a6c30414945bac7a63efa05248f,sell,0.0003,0,0.9558,limit_order,27,300,0,315443718,
2025-03-01 15:50:53.542783+05:30 IST Asia/Kolkata,C-BTC-85200-010325,normal,300,98,25521.39,02ec236bbb5a428eb48dba318b8f1a0b,buy,0.0003,0,3.4692,limit_order,98,300,0,315443719,
2025-03-01 15:33:43.299419+05:30 IST Asia/Kolkata,P-BTC-84000-020325,normal,200,128,17050.46,4609854af5e7485883575529ae1df9f3,buy,0.0003,0,3.0208,market_order,681.6,200,0,315423422,
2025-03-01 15:33:43.298604+05:30 IST Asia/Kolkata,P-BTC-84400-020325,normal,200,184,17055.14,abc05a91383142499493164a2bfe6632,sell,0.0003,0,4.3424,market_order,0.1,200,0,315423421,
2025-03-01 15:33:43.297900+05:30 IST Asia/Kolkata,P-BTC-84800-020325,normal,200,281,17050.3,7a6600ab2f1b405d82ec661220e1a69c,sell,0.0003,0,6.0358062,market_order,0.1,200,0,315423420,
2025-03-01 15:33:43.293857+05:30 IST Asia/Kolkata,P-BTC-85200-020325,normal,200,445,17051.64,15457f06beb94bf0a7c63c950a547ed2,buy,0.0003,0,6.03628056,market_order,1723.9,200,0,315423419,
2025-02-28 12:06:29.673438+05:30 IST Asia/Kolkata,BTCUSD,normal,60,79772.5,4786.35,cebc77e8ccc842629c9a30952f39cf1b,buy,0.0005,0,2.8239465,limit_order,80400,60,0,313453055,
2025-02-28 11:47:14.160138+05:30 IST Asia/Kolkata,BTCUSD,normal,60,7.975E+4,4785,5d705c0c0282404789df76f36cfe732e,sell,0.0002,0,1.12926,limit_order,79750,60,0,313444518,
2025-02-26 23:28:02.454862+05:30 IST Asia/Kolkata,BTCUSD,normal,60,85639,5138.34,e93822437c384906965ac7866b64cc3a,buy,0.0002,0,1.21264824,limit_order,85639,60,0,311241750,
2025-02-26 22:52:30.974983+05:30 IST Asia/Kolkata,BTCUSD,normal,60,86811,5208.66,3e33b20932e04016bf4745c60f238e49,sell,0.0005,0,3.0731094,limit_order,86800,60,0,311240241,
2025-02-26 19:54:21.204805+05:30 IST Asia/Kolkata,BTCUSD,normal,50,85625,4281.25,25a82d0ee675419baa86fafe5abe7c8a,buy,0.0002,0,1.010375,limit_order,85625,50,0,310239728,
2025-02-26 11:15:15.825615+05:30 IST Asia/Kolkata,BTCUSD,normal,10,88750.5,887.505,3b8d2da4534445369ad5d68c1bd94e5a,buy,0.0002,0,0.20945118,limit_order,88750.5,10,0,310284336,
2025-02-26 10:24:29.828984+05:30 IST Asia/Kolkata,BTCUSD,normal,60,88855.5,5331.33,ee330180e01c4367bee94b57e940589d,sell,0.0005,0,3.1454847,limit_order,88855,60,0,310238396,
2025-02-25 20:08:42.243493+05:30 IST Asia/Kolkata,BTCUSD,normal,2,8.85E+4,177,a54a3adc58a047329c8ff3ba41545b04,sell,0.0005,0,0,limit_order,88500,90,0,309424895,
2025-02-25 20:08:42.243475+05:30 IST Asia/Kolkata,BTCUSD,normal,15,8.85E+4,1327.5,4a30bd58182b47989ed6cb7cf549572a,sell,0.0005,0,0,limit_order,88500,90,2,309424895,
2025-02-25 20:08:42.243454+05:30 IST Asia/Kolkata,BTCUSD,normal,20,8.85E+4,1.77E+3,57061f38adde49fe85378e8c7baec8f0,sell,0.0005,0,0,limit_order,88500,90,17,309424895,
2025-02-25 20:08:42.243421+05:30 IST Asia/Kolkata,BTCUSD,normal,7,8.85E+4,619.5,d8f866f4d6b243afa79cc8e2c2b1a463,sell,0.0005,0,0,limit_order,88500,90,37,309424895,
2025-02-25 20:08:42.243347+05:30 IST Asia/Kolkata,BTCUSD,normal,1,8.85E+4,88.5,abb6acb2c0a3407d8c8d350cad94b79e,sell,0.0005,0,0,limit_order,88500,90,44,309424895,
2025-02-25 20:08:42.243329+05:30 IST Asia/Kolkata,BTCUSD,normal,1,8.85E+4,88.5,910d1b9f13704d7db05dccb42f848e7d,sell,0.0005,0,0,limit_order,88500,90,45,309424895,
2025-02-25 20:08:42.243309+05:30 IST Asia/Kolkata,BTCUSD,normal,2,8.85E+4,177,ad09daf8526d4f3fbd04b191643bd88b,sell,0.0005,0,0,limit_order,88500,90,46,309424895,
2025-02-25 20:08:42.243271+05:30 IST Asia/Kolkata,BTCUSD,normal,42,8.85E+4,3717,d40ddbbd11db4294a9ff26b4e3ae1b23,sell,0.0005,0,0,limit_order,88500,90,48,309424895,
2025-02-25 19:58:24.031510+05:30 IST Asia/Kolkata,BTCUSD,normal,90,89009.5,8010.855,4c9f58f3dd404774b80fae99806566c1,buy,0.0005,0,4.72640445,limit_order,89100,90,0,309421920,
2025-02-24 20:34:44.155007+05:30 IST Asia/Kolkata,BTCUSD,normal,80,94322.5,7545.8,649c3aea563043c0a8715c4f910d9c9e,buy,0.0002,0,1.7808088,limit_order,94322.5,80,0,307667108,
2025-02-24 18:48:18.786553+05:30 IST Asia/Kolkata,BTCUSD,normal,80,95721,7657.68,e18c2d411965435a87422364b88d11b5,sell,0.0002,0,1.80721248,limit_order,95721,80,0,307666115,
2025-02-24 04:31:45.060618+05:30 IST Asia/Kolkata,BTCUSD,normal,63.000000000000000000,9.607E+4,6052.41,e4defac5a9a84492816f95d2feac59a4,buy,0.0005,0,3.5709219,limit_order,96080,70,0.000000000000000000,306076008,
2025-02-24 04:31:45.060573+05:30 IST Asia/Kolkata,BTCUSD,normal,7.000000000000000000,96069.5,672.4865,790a05b529fc45bf81d004b18568053a,buy,0.0005,0,0.39676704,limit_order,96080,70,63.000000000000000000,306076008,
2025-02-23 00:50:28.247472+05:30 IST Asia/Kolkata,BTCUSD,normal,70,9.652E+4,6756.4,2feb4d6ad6f547989c49f6ffd0670981,sell,0.0002,0,1.5945104,limit_order,96520,70,0,306064105,
2025-02-22 18:04:05.939454+05:30 IST Asia/Kolkata,BTCUSD,normal,95,96661,9182.795,54bd77e8b75c4c59baa51775a8bbbeab,buy,0.0002,0,0,limit_order,96661,95,0,305668929,
2025-02-22 17:52:14.521459+05:30 IST Asia/Kolkata,BTCUSD,normal,95,96547,9171.965,b0736f3eb0b642aa8dceb38ec6ec1b5d,sell,0.0005,0,5.41145935,limit_order,96545,95,0,305666412,
2025-02-22 01:20:12.648149+05:30 IST Asia/Kolkata,BTCUSD,normal,70,95255.5,6667.885,159921ab5abf4a2ab6e51e495f9c3463,buy,0.0002,0,1.57362086,limit_order,95255.5,70,0,304685502,
2025-02-21 21:23:40.921460+05:30 IST Asia/Kolkata,BTCUSD,normal,25,9.825E+4,2456.25,65a52cd55ec54852a5def3fa84ce33fd,sell,0.0002,0,0.579675,limit_order,98250,25,0,304678759,
2025-02-21 21:22:19.578228+05:30 IST Asia/Kolkata,BTCUSD,normal,45,9.8E+4,4.41E+3,760d1737089b42bea3fa9c64945d9e10,sell,0.0002,0,1.04076,limit_order,98000,45,0,304670144,
2025-02-21 04:02:39.282782+05:30 IST Asia/Kolkata,BNBUSD,normal,40,658.6,2634.4,84ce9626ae0f497aae7bdfe0598c4112,buy,0.0002,0,0.6217184,limit_order,658.6,40,0,302476031,
2025-02-19 20:31:32.708575+05:30 IST Asia/Kolkata,BNBUSD,normal,40,649.2,2596.8,bbe5621363e1440495122f8f80000ab9,sell,0.0002,0,0.6128448,limit_order,649.2,40,0,302474491,
2025-02-18 17:51:35.443518+05:30 IST Asia/Kolkata,BTCUSD,normal,65,95819.5,6228.2675,0455f18d29fb43c7a365d01a7f44eeec,buy,0.0005,0,3.67467783,limit_order,95850,65,0,300685905,
2025-02-18 02:18:35.956520+05:30 IST Asia/Kolkata,BTCUSD,normal,30,9.609E+4,2882.7,9ca8d880ff1b4f19be002004f0e51702,sell,0.0002,0,0.6803172,limit_order,96090,30,0,300602408,
2025-02-18 02:09:21.666651+05:30 IST Asia/Kolkata,BTCUSD,normal,35,9.588E+4,3355.8,7ca53e35575b4462bfc1824148381be4,sell,0.0002,0,0.7919688,limit_order,95880,35,0,300600675,
2025-02-17 23:32:17.345500+05:30 IST Asia/Kolkata,BNBUSD,normal,25.000000000000000000,661.02,1652.55,6b2caf0e80304ae3aaf31626ff4b5b49,sell,0.0005,0,0.9750045,limit_order,660.5,25.000000000000000000,0.000000000000000000,298368595,
2025-02-16 20:57:54.867453+05:30 IST Asia/Kolkata,BNBUSD,normal,15,682.9,1024.35,3df991fd6ee147c1a3b9684087f939ea,sell,0.0002,0,0.2417466,limit_order,682.9,15,0,299432206,
2025-02-16 15:33:31.235606+05:30 IST Asia/Kolkata,BTCUSD,normal,57,97335,5548.095,b0eba8f560594438b909c5ae7276c5cc,buy,0.0002,0,1.30935042,limit_order,97335,90,0,299163710,
2025-02-16 15:33:30.971713+05:30 IST Asia/Kolkata,BTCUSD,normal,30,97335,2920.05,a48294f8ff414e0d8c433c16d7203bef,buy,0.0002,0,0.6891318,limit_order,97335,90,57,299163710,
2025-02-16 15:33:30.946885+05:30 IST Asia/Kolkata,BTCUSD,normal,3,97335,292.005,8fbc4f1eb1024d628bca4aa72ea55f8d,buy,0.0002,0,0.06891318,limit_order,97335,90,87,299163710,
2025-02-16 14:14:51.949943+05:30 IST Asia/Kolkata,BTCUSD,normal,90,97125,8741.25,ac3d385de8ca4825b4f6b535a6f95f19,sell,0.0002,0,2.062935,limit_order,97125,90,0,299162780,
2025-02-16 03:44:29.284455+05:30 IST Asia/Kolkata,BNBUSD,normal,10,662,662,b4ef1c683be6490592766a9ece574fc7,buy,0.0002,0,0.156232,limit_order,662,10,0,298889841,
2025-02-15 14:02:56.186082+05:30 IST Asia/Kolkata,BNBUSD,normal,30,659.3,1977.9,2b85dc6ee71e4b56ae6f0d72b934a879,buy,0.0002,0,0.4667844,limit_order,659.3,30,0,298366945,
2025-02-14 15:23:04.485997+05:30 IST Asia/Kolkata,DOGEUSD,normal,150,0.27184,4077.6,e05837669e244ade811bcf3e3f5d6d52,sell,0.0005,0,2.405784,limit_order,0.2717,150,0,297215780,
2025-02-14 14:05:14.403813+05:30 IST Asia/Kolkata,DOGEUSD,normal,69,0.266489,1838.7741,0eda42c30ddc457c9518fbdb2695dcf2,buy,0.0002,0,0.43395069,limit_order,0.266489,150,0,297211652,
2025-02-14 14:04:45.398340+05:30 IST Asia/Kolkata,DOGEUSD,normal,35,0.266489,932.7115,2bdbd77c94e648d0b06952cd792a3cea,buy,0.0002,0,0.22011992,limit_order,0.266489,150,69,297211652,
2025-02-14 14:04:45.241070+05:30 IST Asia/Kolkata,DOGEUSD,normal,6,0.266489,159.8934,e052a035ded441128773e27f51a23324,buy,0.0002,0,0.03773485,limit_order,0.266489,150,104,297211652,
2025-02-14 14:04:43.982993+05:30 IST Asia/Kolkata,DOGEUSD,normal,40,0.266489,1065.956,453c0fe0b8d4462499ec20a441aaca9c,buy,0.0002,0,0.25156562,limit_order,0.266489,150,110,297211652,
2025-02-13 21:39:06.607102+05:30 IST Asia/Kolkata,BTCUSD,normal,44.000000000000000000,95622.5,4207.39,3894340296f04b1792d44fe0a2c7817c,sell,0.0005,0,2.4823601,limit_order,95600,110,0.000000000000000000,296540783,
2025-02-13 21:39:06.607051+05:30 IST Asia/Kolkata,BTCUSD,normal,66.000000000000000000,95623,6311.118,7f04fa62bed64e359d4778d0a2bb47a3,sell,0.0005,0,3.72355962,limit_order,95600,110,44.000000000000000000,296540783,
2025-02-13 20:27:23.475176+05:30 IST Asia/Kolkata,BTCUSD,normal,20,95805,1916.1,d68083d3cf3c4b42aa64ee56e93b8203,buy,0.0002,0,0.4521996,limit_order,95805,20,0,296556040,
2025-02-13 20:14:03.548986+05:30 IST Asia/Kolkata,BTCUSD,normal,55,9.58E+4,5269,45b484e1d94242499526248f89076a63,buy,0.0002,0,1.243484,limit_order,95800,90,0,296539071,
2025-02-13 20:14:03.386237+05:30 IST Asia/Kolkata,BTCUSD,normal,9,9.58E+4,862.2,6692178359a14fce8d2ca9b6f4f21986,buy,0.0002,0,0.2034792,limit_order,95800,80,45,296539071,
2025-02-13 20:14:03.351636+05:30 IST Asia/Kolkata,BTCUSD,normal,1,9.58E+4,95.8,554ed7a9fbe24e10a748a1d6bd1a2e4b,buy,0.0002,0,0.0226088,limit_order,95800,80,54,296539071,
2025-02-13 20:14:03.342539+05:30 IST Asia/Kolkata,BTCUSD,normal,3,9.58E+4,287.4,a6124f4a5ba84577a9cfa8c6363791cd,buy,0.0002,0,0.0678264,limit_order,95800,80,55,296539071,
2025-02-13 20:14:03.334512+05:30 IST Asia/Kolkata,BTCUSD,normal,22,9.58E+4,2107.6,35a3f08ece184e96a72ee88762a24408,buy,0.0002,0,0.4973936,limit_order,95800,80,58,296539071,
2025-02-13 18:54:59.562087+05:30 IST Asia/Kolkata,BNBUSD,normal,3,724.16,217.248,a74d0364c0ae490f801d8b08e9b9a907,sell,0.0005,0,0,limit_order,724,32,0,296424077,
2025-02-13 18:54:59.562034+05:30 IST Asia/Kolkata,BNBUSD,normal,29,724.18,2100.122,bafd1852200e4afcbc2fe348f639e973,sell,0.0005,0,0,limit_order,724,32,3,296424077,
2025-02-13 18:44:20.175450+05:30 IST Asia/Kolkata,BNBUSD,normal,2,711,142.2,6e52e4622bfc4f56873bc44f6bd0ae00,buy,0.0002,0,0.0335592,limit_order,711,32,0,296422435,
2025-02-13 18:44:20.175393+05:30 IST Asia/Kolkata,BNBUSD,normal,16,711,1137.6,aa6f31f77ed84e09816020c0e9058576,buy,0.0002,0,0.2684736,limit_order,711,32,2,296422435,
2025-02-13 18:44:20.175282+05:30 IST Asia/Kolkata,BNBUSD,normal,14,711,995.4,4d2b3545bbb440be84f3d702394a3ba8,buy,0.0002,0,0.2349144,limit_order,711,32,18,296422435,
2025-02-13 01:05:34.422454+05:30 IST Asia/Kolkata,BNBUSD,normal,25,688.28,1720.7,082b94787b0b4995ba713604d640d93c,sell,0.0005,0,1.015213,limit_order,688.023,25,0,295483757,
2025-02-12 21:39:51.377985+05:30 IST Asia/Kolkata,BTCUSD,normal,45.000000000000000000,9.54E+4,4293,560fa244675f4fc4841b0842f85fc07b,sell,0.0002,0,1.013148,limit_order,95400,90,0.000000000000000000,295481598,
2025-02-12 21:39:51.364140+05:30 IST Asia/Kolkata,BTCUSD,normal,1,9.54E+4,95.4,0a043bc3306d4734922a9962bf1bb5d8,sell,0.0002,0,0.0225144,limit_order,95400,90,45.000000000000000000,295481598,
2025-02-12 21:39:51.292364+05:30 IST Asia/Kolkata,BTCUSD,normal,1,9.54E+4,95.4,c1c4976034fd4ab39c28b038dbbca42c,sell,0.0002,0,0.0225144,limit_order,95400,90,46.000000000000000000,295481598,
2025-02-12 21:39:51.209621+05:30 IST Asia/Kolkata,BTCUSD,normal,10,9.54E+4,954,1e8aecd3b0f0455b8c953cbfc9fd3765,sell,0.0002,0,0.225144,limit_order,95400,90,47.000000000000000000,295481598,
2025-02-12 21:39:51.154132+05:30 IST Asia/Kolkata,BTCUSD,normal,2,9.54E+4,190.8,e437b7e6ed2b4167924842ba12bf813d,sell,0.0002,0,0.0450288,limit_order,95400,90,57.000000000000000000,295481598,
2025-02-12 21:39:51.134579+05:30 IST Asia/Kolkata,BTCUSD,normal,4,9.54E+4,381.6,0f72111578c644f799831fac38ad3c9e,sell,0.0002,0,0.0900576,limit_order,95400,90,59.000000000000000000,295481598,
2025-02-12 21:39:51.103783+05:30 IST Asia/Kolkata,BTCUSD,normal,27.000000000000000000,9.54E+4,2575.8,406379dcdf744ddc941a507f665d4072,sell,0.0002,0,0.6078888,limit_order,95400,90,63.000000000000000000,295481598,
2025-02-12 21:26:24.513561+05:30 IST Asia/Kolkata,BNBUSD,normal,25,658.11,1645.275,258520deaabc4be9a3efd56701cca69c,buy,0.0002,0,0.3882849,limit_order,658.11,25,0,295482332,
2025-02-12 21:24:26.294657+05:30 IST Asia/Kolkata,BTCUSD,normal,90,95772,8619.48,fa93e6bd358e45bf96584cd2572151d5,buy,0.0005,0,5.0854932,limit_order,95780,90,0,295480491,
2025-02-12 20:51:20.048661+05:30 IST Asia/Kolkata,BTCUSD,normal,70,95515.5,6686.085,32558cf682d6429382cbd58b8717456f,buy,0.0005,0,3.94479015,limit_order,95579,70,0,295374115,
2025-02-12 20:14:49.996262+05:30 IST Asia/Kolkata,BTCUSD,normal,70,9.555E+4,6688.5,6fa61c40e93c4d79b5296ccb303bbaa0,sell,0.0002,0,1.578486,limit_order,95550,70,0,295371967,
2025-02-12 20:03:13.070675+05:30 IST Asia/Kolkata,BTCUSD,normal,50,94884,4744.2,b2221422355a4843833fc55524eeb2d3,buy,0.0005,0,2.799078,limit_order,95850,50,0,295305847,
2025-02-12 19:35:52.122664+05:30 IST Asia/Kolkata,BTCUSD,normal,50,9.51E+4,4755,6f600620de814f36a84112e680e836be,sell,0.0002,0,1.12218,limit_order,95100,50,0,295283028,
2025-02-12 01:04:04.927054+05:30 IST Asia/Kolkata,BTCUSD,normal,50,94934,4746.7,c92a12d3340a4783ab6018116c2757bb,buy,0.0002,0,1.1202212,limit_order,94934,50,0,294302201,
2025-02-12 00:17:02.299039+05:30 IST Asia/Kolkata,BTCUSD,normal,20,95562.5,1911.25,e30a4a5629cd47feada8351c30b6a84c,sell,0.0002,0,0.451055,limit_order,95562.5,20,0,294537818,
2025-02-11 20:41:02.915621+05:30 IST Asia/Kolkata,BTCUSD,normal,30,96701,2901.03,7732a70ef6e74696bcc36e80b591f457,sell,0.0005,0,1.7116077,limit_order,96700,30,0,294299133,
2025-02-10 22:04:49.453158+05:30 IST Asia/Kolkata,BTCUSD,normal,52.000000000000000000,96923,5039.996,2e331cba50e04341b1d12d2b447c6a1c,sell,0.0005,0,2.97359764,limit_order,96760,65,0.000000000000000000,293300034,
2025-02-10 22:04:49.453055+05:30 IST Asia/Kolkata,BTCUSD,normal,13.000000000000000000,96923.5,1260.0055,fa2d5bf7875e40b1b8d231394fa1a7e0,sell,0.0005,0,0.74340325,limit_order,96760,65,52.000000000000000000,293300034,
2025-02-10 20:56:11.365271+05:30 IST Asia/Kolkata,BTCUSD,normal,65,97152,6314.88,cea98396ffa3499d86f87908f071ad90,buy,0.0002,0,1.49031168,limit_order,97152,65,0,293297401,
2025-02-10 19:45:34.873431+05:30 IST Asia/Kolkata,BTCUSD,normal,80,97646,7811.68,3bb1384f614642e8b0af9b3e737734b1,sell,0.0005,0,4.6088912,limit_order,97641,80,0,293149422,
2025-02-10 19:18:09.682019+05:30 IST Asia/Kolkata,BTCUSD,normal,80,9.785E+4,7828,5dc7980c713d4c56b5e5c01ab0a60a38,buy,0.0002,0,1.847408,limit_order,97850,80,0,293146991,
2025-02-10 05:34:01.056712+05:30 IST Asia/Kolkata,BTCUSD,normal,80,9.671E+4,7736.8,6b2e4aac442d403c89d927a38900361e,buy,0.0002,0,1.8258848,limit_order,96710,80,0,292496421,
2025-02-10 02:23:45.781728+05:30 IST Asia/Kolkata,BTCUSD,normal,80,96202,7696.16,eb85ef2d110843ca899e2b0283f8fa36,sell,0.0005,0,4.5407344,limit_order,96200,80,0,292496132,
2025-02-10 00:13:25.285327+05:30 IST Asia/Kolkata,BTCUSD,normal,68,96218,6542.824,491c9291850b4bab9bc4f6e5edc35603,buy,0.0005,0,3.86026616,limit_order,96450,85,0,292273790,
2025-02-10 00:13:25.285290+05:30 IST Asia/Kolkata,BTCUSD,normal,17,96217.5,1635.6975,f90a802a47ec47c4a3290fd90528e69d,buy,0.0005,0,0.96506153,limit_order,96450,85,68,292273790,
2025-02-09 22:46:09.552563+05:30 IST Asia/Kolkata,BTCUSD,normal,25,96303.5,2407.5875,3abba542d5624b6c99321e129d516029,sell,0.0002,0,0.56819065,limit_order,96303.5,25,0,292376276,
2025-02-09 20:41:39.910746+05:30 IST Asia/Kolkata,BTCUSD,normal,30,9.634E+4,2890.2,bd242b83e5b64628b79a04fea5e71212,sell,0.0002,0,0.6820872,limit_order,96340,30,0,292273078,
2025-02-09 19:54:08.873474+05:30 IST Asia/Kolkata,BTCUSD,normal,30,9.6E+4,2.88E+3,d8a75bf624874cc1918113137eece390,sell,0.0002,0,0.67968,limit_order,96000,30,0,292246746,
2025-02-09 00:00:48.871343+05:30 IST Asia/Kolkata,BTCUSD,normal,145,9.642E+4,13980.9,e7992632b0cd44bd8afc9de234e6145c,buy,0.0002,0,3.2994924,limit_order,96420,145,0,291062448,
2025-02-08 23:36:43.618581+05:30 IST Asia/Kolkata,BTCUSD,normal,25,9.626E+4,2406.5,fc74a55498324e6b97c9f898c9234005,sell,0.0005,0,1.419835,limit_order,96260,25,0,291541827,
2025-02-08 23:08:08.643531+05:30 IST Asia/Kolkata,BTCUSD,normal,8.000000000000000000,96185,769.48,9ab1f6f595004c03a79b784bf0ea70cc,sell,0.0002,0,0.18159728,limit_order,96185,50,0.000000000000000000,291520117,
2025-02-08 23:08:08.642541+05:30 IST Asia/Kolkata,BTCUSD,normal,42.000000000000000000,96185,4039.77,c8128106ba4c4099954c01cdaf4af0d6,sell,0.0002,0,0.95338572,limit_order,96185,50,8.000000000000000000,291520117,
2025-02-08 14:48:45.611871+05:30 IST Asia/Kolkata,BTCUSD,normal,20,9.605E+4,1921,74f693e3fdf843798d35fa58a09ae222,sell,0.0002,0,0.453356,limit_order,96050,20,0,291118578,
2025-02-08 13:20:02.971521+05:30 IST Asia/Kolkata,BTCUSD,normal,50,96165,4808.25,a9c18d32b27f48c2af39be222c2386a8,sell,0.0002,0,1.134747,limit_order,96165,50,0,291061009,
2025-02-08 05:49:26.518255+05:30 IST Asia/Kolkata,BTCUSD,normal,100,96506.5,9650.65,fde7f86626a542abbbfd4bd2ce3ca4f4,sell,0.0005,0,5.6938835,limit_order,96500,100,0,290768586,
2025-02-08 03:54:30.134337+05:30 IST Asia/Kolkata,BTCUSD,normal,100,9.57E+4,9.57E+3,8673972862774e56b5ef48436d58d889,buy,0.0002,0,2.25852,limit_order,95700,100,0,290768235,
2025-02-07 20:46:55.751352+05:30 IST Asia/Kolkata,BTCUSD,normal,65,9.818E+4,6381.7,63b3ea607c8e49278cd47dd56c9b5e31,sell,0.0002,0,0,limit_order,98180,65,0,290327031,
2025-02-07 20:40:48.916648+05:30 IST Asia/Kolkata,BTCUSD,normal,65,9.885E+4,6425.25,a6e787d51dc04d5eadd92b511fe158b7,buy,0.0002,0,1.516359,limit_order,98850,65,0,290312627,
