id,Asset ID,Asset Symbol,Amount with GST,GST,Balance,Transaction type,Contract/Fund,Reference ID,Date
361993851,14,USD,-0.5095,,995.96220488,cashflow,BTCUSD,,2025-02-25 20:08:42.329682+05:30 IST Asia/Kolkata
361993849,14,USD,-0.5095,,996.47170488,cashflow,BTCUSD,,2025-02-25 20:08:42.317280+05:30 IST Asia/Kolkata
361993848,14,USD,-1.019,,996.98120488,cashflow,BTCUSD,,2025-02-25 20:08:42.305214+05:30 IST Asia/Kolkata
361993846,14,USD,-21.399,,998.00020488,cashflow,BTCUSD,,2025-02-25 20:08:42.292400+05:30 IST Asia/Kolkata
361993845,14,USD,-0.01666283,,1019.39920488,funding,BTCUSD,,2025-02-25 20:08:42.289502+05:30 IST Asia/Kolkata
361964535,14,USD,-4.72640445,-0.720977,1019.41586771,commission,BTCUSD,,2025-02-25 19:58:24.187804+05:30 IST Asia/Kolkata
358252628,14,USD,-1.7808088,-0.271649,1024.14227216,commission,BTCUSD,,2025-02-24 20:34:44.179027+05:30 IST Asia/Kolkata
358252624,14,USD,111.88,,1025.92308096,cashflow,BTCUSD,,2025-02-24 20:34:44.178978+05:30 IST Asia/Kolkata
358252620,14,USD,0.00372625,,914.04308096,funding,BTCUSD,,2025-02-24 20:34:44.173609+05:30 IST Asia/Kolkata
358203578,14,USD,0.04542806,,914.03935471,funding,BTCUSD,,2025-02-24 20:31:33.066908+05:30 IST Asia/Kolkata
357995153,14,USD,0.03119573,,913.99392665,funding,BTCUSD,,2025-02-24 19:31:33.063760+05:30 IST Asia/Kolkata
357914024,14,USD,-1.80721248,-0.275676,913.96273092,commission,BTCUSD,,2025-02-24 18:48:18.813118+05:30 IST Asia/Kolkata
356200088,14,USD,-3.5709219,-0.544717,915.7699434,commission,BTCUSD,,2025-02-24 04:31:45.233325+05:30 IST Asia/Kolkata
356200084,14,USD,28.35,,919.3408653,cashflow,BTCUSD,,2025-02-24 04:31:45.233285+05:30 IST Asia/Kolkata
356200080,14,USD,-0.39676704,-0.060524,890.9908653,commission,BTCUSD,,2025-02-24 04:31:45.136965+05:30 IST Asia/Kolkata
356200077,14,USD,3.1535,,891.38763234,cashflow,BTCUSD,,2025-02-24 04:31:45.136915+05:30 IST Asia/Kolkata
356200074,14,USD,0.0008685,,888.23413234,funding,BTCUSD,,2025-02-24 04:31:45.134109+05:30 IST Asia/Kolkata
356197043,14,USD,0.02601358,,888.23326384,funding,BTCUSD,,2025-02-24 04:31:33.036946+05:30 IST Asia/Kolkata
356123620,14,USD,0.02600838,,888.20725026,funding,BTCUSD,,2025-02-24 03:31:33.046170+05:30 IST Asia/Kolkata
356060095,14,USD,0.02601812,,888.18124188,funding,BTCUSD,,2025-02-24 02:31:33.047950+05:30 IST Asia/Kolkata
355986517,14,USD,0.02602626,,888.15522376,funding,BTCUSD,,2025-02-24 01:31:33.048116+05:30 IST Asia/Kolkata
355906710,14,USD,0.02556899,,888.1291975,funding,BTCUSD,,2025-02-24 00:31:33.056075+05:30 IST Asia/Kolkata
355798167,14,USD,0.0263822,,888.10362851,funding,BTCUSD,,2025-02-23 23:31:33.045775+05:30 IST Asia/Kolkata
355664606,14,USD,0.02694657,,888.07724631,funding,BTCUSD,,2025-02-23 22:31:33.051168+05:30 IST Asia/Kolkata
355530633,14,USD,0.08364856,,888.05029974,funding,BTCUSD,,2025-02-23 21:31:33.031390+05:30 IST Asia/Kolkata
355383323,14,USD,0.08389699,,887.96665118,funding,BTCUSD,,2025-02-23 20:31:33.059010+05:30 IST Asia/Kolkata
355249311,14,USD,0.08386708,,887.88275419,funding,BTCUSD,,2025-02-23 19:31:33.033633+05:30 IST Asia/Kolkata
355118094,14,USD,0.08390081,,887.79888711,funding,BTCUSD,,2025-02-23 18:31:33.057315+05:30 IST Asia/Kolkata
354964953,14,USD,0.08414405,,887.7149863,funding,BTCUSD,,2025-02-23 17:31:33.056814+05:30 IST Asia/Kolkata
354830017,14,USD,0.08414599,,887.63084225,funding,BTCUSD,,2025-02-23 16:31:33.043086+05:30 IST Asia/Kolkata
354706323,14,USD,0.08427563,,887.54669626,funding,BTCUSD,,2025-02-23 15:31:33.057788+05:30 IST Asia/Kolkata
354576492,14,USD,0.08434959,,887.46242063,funding,BTCUSD,,2025-02-23 14:31:33.059191+05:30 IST Asia/Kolkata
354451639,14,USD,0.08436181,,887.37807104,funding,BTCUSD,,2025-02-23 13:31:33.055546+05:30 IST Asia/Kolkata
354304342,14,USD,0.08422744,,887.29370923,funding,BTCUSD,,2025-02-23 12:31:33.045568+05:30 IST Asia/Kolkata
354180983,14,USD,0.08426744,,887.20948179,funding,BTCUSD,,2025-02-23 11:31:33.064528+05:30 IST Asia/Kolkata
354043546,14,USD,0.08436989,,887.12521435,funding,BTCUSD,,2025-02-23 10:31:33.067188+05:30 IST Asia/Kolkata
353932818,14,USD,0.08441853,,887.04084446,funding,BTCUSD,,2025-02-23 09:31:33.055306+05:30 IST Asia/Kolkata
353830042,14,USD,0.084354,,886.95642593,funding,BTCUSD,,2025-02-23 08:31:33.049057+05:30 IST Asia/Kolkata
353743790,14,USD,0.08441301,,886.87207193,funding,BTCUSD,,2025-02-23 07:31:33.051551+05:30 IST Asia/Kolkata
353664497,14,USD,0.0844624,,886.78765892,funding,BTCUSD,,2025-02-23 06:31:33.068332+05:30 IST Asia/Kolkata
353589423,14,USD,0.08449775,,886.70319652,funding,BTCUSD,,2025-02-23 05:31:33.044009+05:30 IST Asia/Kolkata
353525860,14,USD,0.08453731,,886.61869877,funding,BTCUSD,,2025-02-23 04:31:33.043835+05:30 IST Asia/Kolkata
353459388,14,USD,0.08447612,,886.53416146,funding,BTCUSD,,2025-02-23 03:31:33.052737+05:30 IST Asia/Kolkata
353388854,14,USD,0.08305043,,886.44968534,funding,BTCUSD,,2025-02-23 02:31:33.049068+05:30 IST Asia/Kolkata
353301567,14,USD,0.05631901,,886.36663491,funding,BTCUSD,,2025-02-23 01:31:33.056072+05:30 IST Asia/Kolkata
353260435,14,USD,-1.5945104,-0.24323,886.3103159,commission,BTCUSD,,2025-02-23 00:50:28.269077+05:30 IST Asia/Kolkata
352221890,14,USD,-10.83,,887.9048263,cashflow,BTCUSD,,2025-02-22 18:04:05.970664+05:30 IST Asia/Kolkata
352221888,14,USD,0.02294288,,898.7348263,funding,BTCUSD,,2025-02-22 18:04:05.964158+05:30 IST Asia/Kolkata
352194647,14,USD,-5.41145935,-0.825477,898.71188342,commission,BTCUSD,,2025-02-22 17:52:14.678021+05:30 IST Asia/Kolkata
350490891,14,USD,-1.57362086,-0.240044,904.12334277,commission,BTCUSD,,2025-02-22 01:20:12.671937+05:30 IST Asia/Kolkata
350490890,14,USD,198.365,,905.69696363,cashflow,BTCUSD,,2025-02-22 01:20:12.671896+05:30 IST Asia/Kolkata
350490889,14,USD,-0.01268913,,707.33196363,funding,BTCUSD,,2025-02-22 01:20:12.663125+05:30 IST Asia/Kolkata
350347859,14,USD,-0.01504923,,707.34465276,funding,BTCUSD,,2025-02-22 00:31:33.065768+05:30 IST Asia/Kolkata
350188394,14,USD,-0.01516514,,707.35970199,funding,BTCUSD,,2025-02-21 23:31:33.038194+05:30 IST Asia/Kolkata
349955750,14,USD,-0.01499796,,707.37486713,funding,BTCUSD,,2025-02-21 22:31:33.047278+05:30 IST Asia/Kolkata
349735544,14,USD,0.00006271,,707.38986509,funding,BTCUSD,,2025-02-21 21:31:33.056781+05:30 IST Asia/Kolkata
349697936,14,USD,-0.579675,-0.088425,707.38980238,commission,BTCUSD,,2025-02-21 21:23:40.971465+05:30 IST Asia/Kolkata
349691444,14,USD,-1.04076,-0.15876,707.96947738,commission,BTCUSD,,2025-02-21 21:22:19.663587+05:30 IST Asia/Kolkata
347396291,14,USD,-0.6217184,-0.094838,709.01023738,commission,BNBUSD,,2025-02-21 04:02:39.309419+05:30 IST Asia/Kolkata
347396290,14,USD,-37.6,,709.63195578,cashflow,BNBUSD,,2025-02-21 04:02:39.309358+05:30 IST Asia/Kolkata
347396289,14,USD,-0.01830246,,747.23195578,funding,BNBUSD,,2025-02-21 04:02:39.301562+05:30 IST Asia/Kolkata
347350888,14,USD,-0.03325251,,747.25025824,funding,BNBUSD,,2025-02-21 03:31:33.047307+05:30 IST Asia/Kolkata
347263573,14,USD,-0.03339638,,747.28351075,funding,BNBUSD,,2025-02-21 02:31:33.044847+05:30 IST Asia/Kolkata
347165869,14,USD,-0.03333654,,747.31690713,funding,BNBUSD,,2025-02-21 01:31:33.049018+05:30 IST Asia/Kolkata
347050473,14,USD,-0.03270505,,747.35024367,funding,BNBUSD,,2025-02-21 00:31:33.053344+05:30 IST Asia/Kolkata
346872052,14,USD,-0.03304659,,747.38294872,funding,BNBUSD,,2025-02-20 23:31:33.042811+05:30 IST Asia/Kolkata
346722605,14,USD,-0.03365411,,747.41599531,funding,BNBUSD,,2025-02-20 22:31:33.060529+05:30 IST Asia/Kolkata
346542670,14,USD,-0.02367459,,747.44964942,funding,BNBUSD,,2025-02-20 21:31:33.053995+05:30 IST Asia/Kolkata
346376093,14,USD,-0.02384294,,747.47332401,funding,BNBUSD,,2025-02-20 20:31:33.064982+05:30 IST Asia/Kolkata
346130324,14,USD,-0.02366815,,747.49716695,funding,BNBUSD,,2025-02-20 19:31:33.044064+05:30 IST Asia/Kolkata
346003375,14,USD,-0.02371331,,747.5208351,funding,BNBUSD,,2025-02-20 18:31:33.052446+05:30 IST Asia/Kolkata
345878161,14,USD,-0.02332862,,747.54454841,funding,BNBUSD,,2025-02-20 17:31:33.056696+05:30 IST Asia/Kolkata
345749381,14,USD,-0.02410487,,747.56787703,funding,BNBUSD,,2025-02-20 16:31:33.051215+05:30 IST Asia/Kolkata
345630432,14,USD,-0.02368691,,747.5919819,funding,BNBUSD,,2025-02-20 15:31:33.050119+05:30 IST Asia/Kolkata
345534398,14,USD,-0.02394716,,747.61566881,funding,BNBUSD,,2025-02-20 14:31:33.057147+05:30 IST Asia/Kolkata
345432862,14,USD,-0.03849177,,747.63961597,funding,BNBUSD,,2025-02-20 13:31:33.051685+05:30 IST Asia/Kolkata
345322536,14,USD,-0.03839553,,747.67810774,funding,BNBUSD,,2025-02-20 12:31:33.028366+05:30 IST Asia/Kolkata
345215398,14,USD,-0.0386705,,747.71650327,funding,BNBUSD,,2025-02-20 11:31:33.037449+05:30 IST Asia/Kolkata
345110351,14,USD,-0.03875672,,747.75517377,funding,BNBUSD,,2025-02-20 10:31:33.024993+05:30 IST Asia/Kolkata
345006238,14,USD,-0.03874708,,747.79393049,funding,BNBUSD,,2025-02-20 09:31:33.045670+05:30 IST Asia/Kolkata
344909472,14,USD,-0.03859212,,747.83267757,funding,BNBUSD,,2025-02-20 08:31:33.033847+05:30 IST Asia/Kolkata
344805238,14,USD,-0.03871502,,747.87126969,funding,BNBUSD,,2025-02-20 07:31:33.036996+05:30 IST Asia/Kolkata
344725751,14,USD,-0.04073806,,747.90998471,funding,BNBUSD,,2025-02-20 06:31:33.042704+05:30 IST Asia/Kolkata
344652675,14,USD,-0.16088192,,747.95072277,funding,BNBUSD,,2025-02-20 05:31:33.037851+05:30 IST Asia/Kolkata
344585152,14,USD,-0.16103003,,748.11160469,funding,BNBUSD,,2025-02-20 04:31:33.048711+05:30 IST Asia/Kolkata
344518875,14,USD,-0.16087513,,748.27263472,funding,BNBUSD,,2025-02-20 03:31:33.043062+05:30 IST Asia/Kolkata
344446797,14,USD,-0.16067294,,748.43350985,funding,BNBUSD,,2025-02-20 02:31:33.035196+05:30 IST Asia/Kolkata
344363482,14,USD,-0.16051023,,748.59418279,funding,BNBUSD,,2025-02-20 01:31:33.026115+05:30 IST Asia/Kolkata
344253502,14,USD,-0.16166717,,748.75469302,funding,BNBUSD,,2025-02-20 00:31:33.046293+05:30 IST Asia/Kolkata
344117050,14,USD,-0.16177629,,748.91636019,funding,BNBUSD,,2025-02-19 23:31:33.036275+05:30 IST Asia/Kolkata
343964786,14,USD,-0.16153761,,749.07813648,funding,BNBUSD,,2025-02-19 22:31:33.030643+05:30 IST Asia/Kolkata
343821634,14,USD,0.03148772,,749.23967409,funding,BNBUSD,,2025-02-19 21:31:33.039875+05:30 IST Asia/Kolkata
343638781,14,USD,-0.6128448,-0.093485,749.20818637,commission,BNBUSD,,2025-02-19 20:31:32.733645+05:30 IST Asia/Kolkata
340213391,14,USD,-3.67467783,-0.560544,749.82103117,commission,BTCUSD,,2025-02-18 17:51:35.551475+05:30 IST Asia/Kolkata
340213390,14,USD,10.2325,,753.495709,cashflow,BTCUSD,,2025-02-18 17:51:35.551410+05:30 IST Asia/Kolkata
340213389,14,USD,0.02852895,,743.263209,funding,BTCUSD,,2025-02-18 17:51:35.549333+05:30 IST Asia/Kolkata
340153784,14,USD,0.07772822,,743.23468005,funding,BTCUSD,,2025-02-18 17:31:33.042094+05:30 IST Asia/Kolkata
340020616,14,USD,0.07779426,,743.15695183,funding,BTCUSD,,2025-02-18 16:31:33.054528+05:30 IST Asia/Kolkata
339903795,14,USD,0.07632303,,743.07915757,funding,BTCUSD,,2025-02-18 15:31:33.044892+05:30 IST Asia/Kolkata
339763241,14,USD,0.07853139,,743.00283454,funding,BTCUSD,,2025-02-18 14:31:33.043024+05:30 IST Asia/Kolkata
339640224,14,USD,0.06365896,,742.92430315,funding,BTCUSD,,2025-02-18 13:31:33.050273+05:30 IST Asia/Kolkata
339524604,14,USD,0.06359936,,742.86064419,funding,BTCUSD,,2025-02-18 12:31:33.049999+05:30 IST Asia/Kolkata
339364998,14,USD,0.06388316,,742.79704483,funding,BTCUSD,,2025-02-18 11:31:33.039682+05:30 IST Asia/Kolkata
339226201,14,USD,0.06411235,,742.73316167,funding,BTCUSD,,2025-02-18 10:31:33.047193+05:30 IST Asia/Kolkata
339124073,14,USD,0.06412571,,742.66904932,funding,BTCUSD,,2025-02-18 09:31:33.050038+05:30 IST Asia/Kolkata
339038531,14,USD,0.06409683,,742.60492361,funding,BTCUSD,,2025-02-18 08:31:33.030672+05:30 IST Asia/Kolkata
338954194,14,USD,0.06400377,,742.54082678,funding,BTCUSD,,2025-02-18 07:31:33.036343+05:30 IST Asia/Kolkata
338876105,14,USD,0.0629578,,742.47682301,funding,BTCUSD,,2025-02-18 06:31:33.041455+05:30 IST Asia/Kolkata
338802086,14,USD,0.01356752,,742.41386521,funding,BTCUSD,,2025-02-18 05:31:33.026502+05:30 IST Asia/Kolkata
338741071,14,USD,0.01360855,,742.40029769,funding,BTCUSD,,2025-02-18 04:31:33.027097+05:30 IST Asia/Kolkata
338673999,14,USD,0.01360548,,742.38668914,funding,BTCUSD,,2025-02-18 03:31:33.025048+05:30 IST Asia/Kolkata
338598406,14,USD,0.00359138,,742.37308366,funding,BTCUSD,,2025-02-18 02:31:33.041004+05:30 IST Asia/Kolkata
338574923,14,USD,-0.6803172,-0.103777,742.36949228,commission,BTCUSD,,2025-02-18 02:18:35.991777+05:30 IST Asia/Kolkata
338568487,14,USD,-0.7919688,-0.120809,743.04980948,commission,BTCUSD,,2025-02-18 02:09:21.701845+05:30 IST Asia/Kolkata
338271564,14,USD,-0.9750045,-0.14873,743.84177828,commission,BNBUSD,,2025-02-17 23:32:17.409571+05:30 IST Asia/Kolkata
338271562,14,USD,2.6125,,744.81678278,cashflow,BNBUSD,,2025-02-17 23:32:17.409536+05:30 IST Asia/Kolkata
338271560,14,USD,0.00207777,,742.20428278,funding,BNBUSD,,2025-02-17 23:32:17.407472+05:30 IST Asia/Kolkata
338260077,14,USD,0.04187542,,742.20220501,funding,BNBUSD,,2025-02-17 23:31:33.059570+05:30 IST Asia/Kolkata
338091099,14,USD,0.04088587,,742.16032959,funding,BNBUSD,,2025-02-17 22:31:33.049829+05:30 IST Asia/Kolkata
337888269,14,USD,-0.01930798,,742.11944372,funding,BNBUSD,,2025-02-17 21:31:33.053987+05:30 IST Asia/Kolkata
337700892,14,USD,-0.0208603,,742.1387517,funding,BNBUSD,,2025-02-17 20:41:33.058515+05:30 IST Asia/Kolkata
337491748,14,USD,-0.02206593,,742.159612,funding,BNBUSD,,2025-02-17 19:41:33.048676+05:30 IST Asia/Kolkata
337299561,14,USD,-0.02062768,,742.18167793,funding,BNBUSD,,2025-02-17 18:31:33.050287+05:30 IST Asia/Kolkata
337167151,14,USD,-0.020464,,742.20230561,funding,BNBUSD,,2025-02-17 17:31:33.038255+05:30 IST Asia/Kolkata
337045247,14,USD,-0.02052102,,742.22276961,funding,BNBUSD,,2025-02-17 16:31:33.027089+05:30 IST Asia/Kolkata
336903389,14,USD,-0.02052481,,742.24329063,funding,BNBUSD,,2025-02-17 15:31:33.039597+05:30 IST Asia/Kolkata
336791959,14,USD,-0.01906338,,742.26381544,funding,BNBUSD,,2025-02-17 14:31:33.040381+05:30 IST Asia/Kolkata
336677221,14,USD,0.06453442,,742.28287882,funding,BNBUSD,,2025-02-17 13:31:33.043678+05:30 IST Asia/Kolkata
336555160,14,USD,0.0648121,,742.2183444,funding,BNBUSD,,2025-02-17 12:31:33.052482+05:30 IST Asia/Kolkata
336447019,14,USD,0.06456577,,742.1535323,funding,BNBUSD,,2025-02-17 11:31:33.035086+05:30 IST Asia/Kolkata
336305042,14,USD,0.06443136,,742.08896653,funding,BNBUSD,,2025-02-17 10:31:33.024019+05:30 IST Asia/Kolkata
336195086,14,USD,0.06452918,,742.02453517,funding,BNBUSD,,2025-02-17 09:31:33.043397+05:30 IST Asia/Kolkata
336098845,14,USD,0.06456845,,741.96000599,funding,BNBUSD,,2025-02-17 08:31:33.051229+05:30 IST Asia/Kolkata
336009519,14,USD,0.06368304,,741.89543754,funding,BNBUSD,,2025-02-17 07:31:33.051121+05:30 IST Asia/Kolkata
335926127,14,USD,0.06645634,,741.8317545,funding,BNBUSD,,2025-02-17 06:31:33.030865+05:30 IST Asia/Kolkata
335852576,14,USD,0.09029034,,741.76529816,funding,BNBUSD,,2025-02-17 05:31:33.043576+05:30 IST Asia/Kolkata
335780539,14,USD,0.0905092,,741.67500782,funding,BNBUSD,,2025-02-17 04:31:33.033088+05:30 IST Asia/Kolkata
335703272,14,USD,0.09051585,,741.58449862,funding,BNBUSD,,2025-02-17 03:31:33.042452+05:30 IST Asia/Kolkata
335626284,14,USD,0.0904809,,741.49398277,funding,BNBUSD,,2025-02-17 02:31:33.044580+05:30 IST Asia/Kolkata
335548242,14,USD,0.08984838,,741.40350187,funding,BNBUSD,,2025-02-17 01:31:33.044379+05:30 IST Asia/Kolkata
335457584,14,USD,0.08993217,,741.31365349,funding,BNBUSD,,2025-02-17 00:31:33.048336+05:30 IST Asia/Kolkata
335319760,14,USD,0.09009099,,741.22372132,funding,BNBUSD,,2025-02-16 23:31:33.057110+05:30 IST Asia/Kolkata
335198096,14,USD,0.08904197,,741.13363033,funding,BNBUSD,,2025-02-16 22:31:33.057163+05:30 IST Asia/Kolkata
335079069,14,USD,0.01030714,,741.04458836,funding,BNBUSD,,2025-02-16 21:31:33.052135+05:30 IST Asia/Kolkata
335030943,14,USD,-0.2417466,-0.036877,741.03428122,commission,BNBUSD,,2025-02-16 20:57:54.905321+05:30 IST Asia/Kolkata
335030942,14,USD,34.3875,,741.27602782,cashflow,BNBUSD,,2025-02-16 20:57:54.905279+05:30 IST Asia/Kolkata
335030941,14,USD,0.01431761,,706.88852782,funding,BNBUSD,,2025-02-16 20:57:54.900031+05:30 IST Asia/Kolkata
334956279,14,USD,0.03033935,,706.87421021,funding,BNBUSD,,2025-02-16 20:31:33.052885+05:30 IST Asia/Kolkata
334810128,14,USD,0.03014408,,706.84387086,funding,BNBUSD,,2025-02-16 19:31:33.032714+05:30 IST Asia/Kolkata
334649500,14,USD,0.0297599,,706.81372678,funding,BNBUSD,,2025-02-16 18:31:33.054960+05:30 IST Asia/Kolkata
334542709,14,USD,0.03071084,,706.78396688,funding,BNBUSD,,2025-02-16 17:31:33.021488+05:30 IST Asia/Kolkata
334420733,14,USD,0.03008304,,706.75325604,funding,BNBUSD,,2025-02-16 16:31:33.047403+05:30 IST Asia/Kolkata
334331441,14,USD,-1.30935042,-0.199731,706.723173,commission,BTCUSD,,2025-02-16 15:33:31.435149+05:30 IST Asia/Kolkata
334331437,14,USD,-11.97,,708.03252342,cashflow,BTCUSD,,2025-02-16 15:33:31.435088+05:30 IST Asia/Kolkata
334331400,14,USD,-0.6891318,-0.105122,720.00252342,commission,BTCUSD,,2025-02-16 15:33:31.192385+05:30 IST Asia/Kolkata
334331399,14,USD,-6.3,,720.69165522,cashflow,BTCUSD,,2025-02-16 15:33:31.192339+05:30 IST Asia/Kolkata
334331322,14,USD,-0.06891318,-0.010512,726.99165522,commission,BTCUSD,,2025-02-16 15:33:30.971237+05:30 IST Asia/Kolkata
334331316,14,USD,-0.63,,727.0605684,cashflow,BTCUSD,,2025-02-16 15:33:30.971188+05:30 IST Asia/Kolkata
334331312,14,USD,0.00208383,,727.6905684,funding,BTCUSD,,2025-02-16 15:33:30.966244+05:30 IST Asia/Kolkata
334308118,14,USD,0.0297033,,727.68848457,funding,BNBUSD,,2025-02-16 15:31:33.047816+05:30 IST Asia/Kolkata
334308122,14,USD,0.03133429,,727.65878127,funding,BTCUSD,,2025-02-16 15:31:33.047670+05:30 IST Asia/Kolkata
334182447,14,USD,0.02899351,,727.62744698,funding,BNBUSD,,2025-02-16 14:31:33.051308+05:30 IST Asia/Kolkata
334182450,14,USD,0.00783124,,727.59845347,funding,BTCUSD,,2025-02-16 14:31:33.051023+05:30 IST Asia/Kolkata
334148569,14,USD,-2.062935,-0.314685,727.59062223,commission,BTCUSD,,2025-02-16 14:14:51.972853+05:30 IST Asia/Kolkata
334064365,14,USD,-0.00966757,,729.65355723,funding,BNBUSD,,2025-02-16 13:31:33.048206+05:30 IST Asia/Kolkata
333925103,14,USD,-0.00971803,,729.6632248,funding,BNBUSD,,2025-02-16 12:31:33.051578+05:30 IST Asia/Kolkata
333816322,14,USD,-0.00972112,,729.67294283,funding,BNBUSD,,2025-02-16 11:31:33.051092+05:30 IST Asia/Kolkata
333708305,14,USD,-0.00958425,,729.68266395,funding,BNBUSD,,2025-02-16 10:31:33.027902+05:30 IST Asia/Kolkata
333616410,14,USD,-0.00985408,,729.6922482,funding,BNBUSD,,2025-02-16 09:31:33.034347+05:30 IST Asia/Kolkata
333527983,14,USD,-0.00971755,,729.70210228,funding,BNBUSD,,2025-02-16 08:31:33.043743+05:30 IST Asia/Kolkata
333443074,14,USD,-0.0097638,,729.71181983,funding,BNBUSD,,2025-02-16 07:31:33.047194+05:30 IST Asia/Kolkata
333370698,14,USD,-0.00939442,,729.72158363,funding,BNBUSD,,2025-02-16 06:31:33.044667+05:30 IST Asia/Kolkata
333300771,14,USD,0.01254012,,729.73097805,funding,BNBUSD,,2025-02-16 05:31:33.045998+05:30 IST Asia/Kolkata
333239777,14,USD,0.01217726,,729.71843793,funding,BNBUSD,,2025-02-16 04:31:33.032908+05:30 IST Asia/Kolkata
333212860,14,USD,-0.156232,-0.023832,729.70626067,commission,BNBUSD,,2025-02-16 03:44:29.302906+05:30 IST Asia/Kolkata
333173018,14,USD,0.00954685,,729.86249267,funding,BNBUSD,,2025-02-16 03:31:33.037673+05:30 IST Asia/Kolkata
333105354,14,USD,0.00954982,,729.85294582,funding,BNBUSD,,2025-02-16 02:31:33.046537+05:30 IST Asia/Kolkata
333019126,14,USD,0.00960236,,729.843396,funding,BNBUSD,,2025-02-16 01:31:33.032124+05:30 IST Asia/Kolkata
332923832,14,USD,0.0096497,,729.83379364,funding,BNBUSD,,2025-02-16 00:31:33.052496+05:30 IST Asia/Kolkata
332811455,14,USD,0.00962883,,729.82414394,funding,BNBUSD,,2025-02-15 23:31:33.057849+05:30 IST Asia/Kolkata
332681055,14,USD,0.0090674,,729.81451511,funding,BNBUSD,,2025-02-15 22:31:33.053681+05:30 IST Asia/Kolkata
332556114,14,USD,-0.02486606,,729.80544771,funding,BNBUSD,,2025-02-15 21:31:33.051525+05:30 IST Asia/Kolkata
332432654,14,USD,-0.02475789,,729.83031377,funding,BNBUSD,,2025-02-15 20:31:33.044715+05:30 IST Asia/Kolkata
332259840,14,USD,-0.02480079,,729.85507166,funding,BNBUSD,,2025-02-15 19:31:33.043261+05:30 IST Asia/Kolkata
332141717,14,USD,-0.02473077,,729.87987245,funding,BNBUSD,,2025-02-15 18:31:33.049603+05:30 IST Asia/Kolkata
332031946,14,USD,-0.0245995,,729.90460322,funding,BNBUSD,,2025-02-15 17:31:33.055242+05:30 IST Asia/Kolkata
331893870,14,USD,-0.02465053,,729.92920272,funding,BNBUSD,,2025-02-15 16:31:33.050919+05:30 IST Asia/Kolkata
331770359,14,USD,-0.02423909,,729.95385325,funding,BNBUSD,,2025-02-15 15:31:33.022241+05:30 IST Asia/Kolkata
331654755,14,USD,-0.01151403,,729.97809234,funding,BNBUSD,,2025-02-15 14:31:33.027111+05:30 IST Asia/Kolkata
331613160,14,USD,-0.4667844,-0.071204,729.98960637,commission,BNBUSD,,2025-02-15 14:02:56.208928+05:30 IST Asia/Kolkata
328712623,14,USD,-2.405784,-0.366984,730.45639077,commission,DOGEUSD,,2025-02-14 15:23:04.563137+05:30 IST Asia/Kolkata
328712622,14,USD,80.265,,732.86217477,cashflow,DOGEUSD,,2025-02-14 15:23:04.563104+05:30 IST Asia/Kolkata
328712621,14,USD,-0.00052253,,652.59717477,funding,DOGEUSD,,2025-02-14 15:23:04.561166+05:30 IST Asia/Kolkata
328612678,14,USD,-0.00023575,,652.5976973,funding,DOGEUSD,,2025-02-14 14:31:33.055283+05:30 IST Asia/Kolkata
328574188,14,USD,-0.43395069,-0.066196,652.59793305,commission,DOGEUSD,,2025-02-14 14:05:14.421739+05:30 IST Asia/Kolkata
328573458,14,USD,-0.22011992,-0.033578,653.03188374,commission,DOGEUSD,,2025-02-14 14:04:45.447958+05:30 IST Asia/Kolkata
328573457,14,USD,-0.03773485,-0.005756,653.25200366,commission,DOGEUSD,,2025-02-14 14:04:45.253104+05:30 IST Asia/Kolkata
328573372,14,USD,-0.25156562,-0.038374,653.28973851,commission,DOGEUSD,,2025-02-14 14:04:43.999495+05:30 IST Asia/Kolkata
326922384,14,USD,-2.4823601,-0.378665,653.54130413,commission,BTCUSD,,2025-02-13 21:39:06.687029+05:30 IST Asia/Kolkata
326922383,14,USD,-7.85,,656.02366423,cashflow,BTCUSD,,2025-02-13 21:39:06.686982+05:30 IST Asia/Kolkata
326922382,14,USD,-3.72355962,-0.568001,663.87366423,commission,BTCUSD,,2025-02-13 21:39:06.677471+05:30 IST Asia/Kolkata
326922381,14,USD,-11.742,,667.59722385,cashflow,BTCUSD,,2025-02-13 21:39:06.677425+05:30 IST Asia/Kolkata
326922380,14,USD,0.00299877,,679.33922385,funding,BTCUSD,,2025-02-13 21:39:06.674170+05:30 IST Asia/Kolkata
326871923,14,USD,-0.05963925,,679.33622508,funding,BTCUSD,,2025-02-13 21:31:33.059801+05:30 IST Asia/Kolkata
326675515,14,USD,-0.01254557,,679.39586433,funding,BTCUSD,,2025-02-13 20:31:33.055010+05:30 IST Asia/Kolkata
326653247,14,USD,-0.4521996,-0.06898,679.4084099,commission,BTCUSD,,2025-02-13 20:27:23.499202+05:30 IST Asia/Kolkata
326628322,14,USD,-1.243484,-0.189684,679.8606095,commission,BTCUSD,,2025-02-13 20:14:04.265692+05:30 IST Asia/Kolkata
326628287,14,USD,-0.2034792,-0.031039,681.1040935,commission,BTCUSD,,2025-02-13 20:14:03.968140+05:30 IST Asia/Kolkata
326628280,14,USD,-0.0226088,-0.003449,681.3075727,commission,BTCUSD,,2025-02-13 20:14:03.772617+05:30 IST Asia/Kolkata
326628264,14,USD,-0.0678264,-0.010346,681.3301815,commission,BTCUSD,,2025-02-13 20:14:03.570819+05:30 IST Asia/Kolkata
